ImageFilename,OriginalSet,OriginalFilename,GlassDamage,WaterDamage,BumperDamage,RolledOver,SideDoorDamage,SlidOffRoad,Location,Time,Weather,RoadCondition,Bumps&Dings,EngineDamage,Severity,Notes
car-accident-00001.jpg,test,extreme_damage_0.jpg,yes,no,yes,no,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00002.jpeg,test,extreme_damage_1.jpeg,yes,no,no,yes,yes,no,suburban,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00003.jpeg,test,extreme_damage_2.jpeg,yes,no,no,yes,no,yes,rural,day,clear,dry,yes,no,4,
car-accident-00004.jpg,test,extreme_damage_3.jpg,yes,no,no,yes,yes,yes,rural,night,clear,dry,yes,no,4,
car-accident-00005.jpg,test,extreme_damage_4.jpg,yes,no,yes,yes,no,no,rural,day,clear,dry,yes,yes,4,more than one car shown in picture
car-accident-00006.jpg,test,extreme_damage_5.jpg,no,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,more than one car shown in picture
car-accident-00007.jpeg,test,extreme_damage_6.jpeg,no,yes,yes,yes,no,yes,rural,day,clear,wet,no,yes,4,"Engine damage inferred, since car engine is underwater (even though engine damage is not explicitly visible)."
car-accident-00008.jpg,test,extreme_damage_7.jpg,yes,no,yes,yes,yes,no,rural,day,clear,wet,yes,yes,4,more than one car shown in picture
car-accident-00009.jpg,test,extreme_damage_9.jpg,no,no,no,yes,yes,yes,rural,day,rainy,wet,yes,no,4,
car-accident-00010.jpg,test,extreme_damage_10.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00011.jpg,test,extreme_damage_11.jpg,yes,no,no,yes,yes,no,suburban,day,clear,dry,yes,yes,4,more than one car shown in picture
car-accident-00012.jpg,test,extreme_damage_12.jpg,no,no,yes,yes,no,yes,rural,day,clear,dry,yes,yes,4,"Glass damage not very visible in most prominent car windows, even though front glass is clearly crushed by car's weight"
car-accident-00013.jpg,test,extreme_damage_13.jpg,no,no,yes,yes,yes,yes,rural,day,rainy,wet,yes,yes,4,
car-accident-00014.jpg,test,extreme_damage_14.jpg,yes,no,no,yes,yes,yes,rural,day,clear,dry,yes,no,4,
car-accident-00015.jpg,test,extreme_damage_15.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,4,
car-accident-00016.jpg,test,extreme_damage_16.jpg,yes,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,4,
car-accident-00017.jpg,test,extreme_damage_17.jpg,yes,no,yes,no,yes,no,urban,day,clear,dry,yes,no,4,"Did not slide off road, because located in open-space carpark and is blocking the way"
car-accident-00018.jpg,test,extreme_damage_18.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,4,"Did not slide off road, because located in open-space carpark and is blocking the way"
car-accident-00019.jpg,test,extreme_damage_19.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,4,
car-accident-00020.jpg,test,extreme_damage_20.jpg,no,no,yes,no,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00021.jpg,test,extreme_damage_21.jpg,yes,no,yes,no,yes,yes,rural,day,clear,dry,yes,yes,4,Engine damage inferred
car-accident-00022.jpg,test,extreme_damage_22.jpg,no,no,yes,no,yes,yes,rural,day,rainy,wet,yes,yes,4,
car-accident-00023.png,test,extreme_damage_23.png,yes,no,yes,no,no,yes,suburban,day,clear,dry,yes,yes,4,
car-accident-00024.jpg,test,extreme_damage_24.jpg,yes,no,no,no,yes,no,suburban,day,clear,dry,yes,no,4,
car-accident-00025.jpg,test,extreme_damage_25.jpg,no,no,yes,no,yes,no,urban,day,clear,dry,yes,yes,4,
car-accident-00026.jpg,test,high_damage_0.jpg,yes,no,yes,no,no,no,rural,day,clear,dry,yes,yes,3,"Two cars in one picture, body of car not shown"
car-accident-00027.jpg,test,high_damage_1.jpg,no,no,no,no,no,yes,rural,day,clear,dry,yes,no,3,Wheels damaged 
car-accident-00028.jpg,test,high_damage_2.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,3,"Two cars in one picture, body of car not shown"
car-accident-00029.jpg,test,high_damage_3.jpg,no,no,yes,no,yes,no,suburban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00030.jpg,test,high_damage_4.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00031.jpg,test,high_damage_5.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00032.jpg,test,high_damage_6.jpg,no,no,yes,no,no,no,suburban,day,rainy,wet,yes,yes,3,more than one car shown in picture
car-accident-00033.jpg,test,high_damage_7.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00034.jpg,test,high_damage_8.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00035.jpg,test,high_damage_9.jpg,no,no,yes,no,no,no,urban,night,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00036.jpg,test,high_damage_10.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00037.jpg,test,high_damage_11.jpg,no,no,yes,no,yes,no,urban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00038.jpg,test,high_damage_12.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00039.jpg,test,high_damage_13.jpg,no,no,no,no,no,yes,rural,day,snowy,snowy,no,no,3,
car-accident-00040.jpg,test,high_damage_14.jpg,no,no,no,yes,no,yes,rural,day,clear,dry,no,no,3,
car-accident-00041.jpg,test,high_damage_15.jpg,no,no,yes,no,no,yes,rural,day,clear,dry,no,no,3,more than one car shown in picture
car-accident-00042.jpg,test,high_damage_16.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,3,
car-accident-00043.jpg,test,high_damage_17.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,3,
car-accident-00044.jpg,test,high_damage_18.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,3,
car-accident-00045.jpg,test,high_damage_19.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,3,
car-accident-00046.jpg,test,high_damage_20.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,2,
car-accident-00047.jpg,test,moderate_damage_0.jpg,no,no,no,no,no,yes,rural,day,clear,dry,yes,no,2,more than one car shown in picture
car-accident-00048.jpg,test,moderate_damage_1.jpg,no,no,no,no,no,yes,rural,day,clear,dry,yes,no,2,more than one car shown in picture
car-accident-00049.jpg,test,moderate_damage_2.jpg,no,no,yes,no,no,yes,suburban,day,rainy,wet,yes,yes,3,more than one car shown in picture
car-accident-00050.jpg,test,moderate_damage_3.jpg,no,no,yes,no,no,no,rural,day,snowy,snowy,yes,yes,3,more than one car shown in picture
car-accident-00051.jpg,test,moderate_damage_4.jpg,no,no,yes,no,no,no,suburban,day,rainy,wet,yes,yes,3,more than one car shown in picture
car-accident-00052.jpg,test,moderate_damage_5.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,yes,3,more than one car shown in picture
car-accident-00053.jpg,test,moderate_damage_6.jpg,yes,no,no,no,yes,no,suburban,day,snowy,wet,no,no,3,more than one car shown in picture
car-accident-00054.jpg,test,moderate_damage_7.jpg,no,no,no,no,yes,no,suburban,day,clear,dry,no,no,2,more than one car shown in picture
car-accident-00055.jpeg,test,moderate_damage_8.jpeg,no,no,yes,no,yes,no,suburban,day,clear,dry,yes,no,3,
car-accident-00056.jpg,test,moderate_damage_9.jpg,no,no,yes,no,no,no,rural,day,clear,dry,yes,no,2,Wheels damaged 
car-accident-00057.jpg,test,moderate_damage_10.jpg,yes,no,yes,no,no,no,urban,day,clear,dry,yes,no,1,more than one car shown in picture
car-accident-00058.jpeg,test,moderate_damage_11.jpeg,no,no,yes,no,no,no,rural,day,clear,dry,yes,no,3,more than one car shown in picture
car-accident-00059.jpg,test,moderate_damage_12.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,no,2,
car-accident-00060.jpg,test,moderate_damage_13.jpg,yes,no,no,no,no,no,rural,day,clear,dry,no,no,1,
car-accident-00061.jpg,test,moderate_damage_14.jpg,no,no,yes,no,no,no,rural,day,clear,dry,yes,no,1,more than one car shown in picture
car-accident-00062.jpg,test,moderate_damage_15.jpg,no,no,yes,no,no,no,rural,day,clear,dry,yes,no,2,Wheels damaged 
car-accident-00063.jpeg,test,moderate_damage_16.jpeg,yes,no,no,no,no,no,rural,day,clear,dry,yes,no,2,more than one car shown in picture
car-accident-00064.jpeg,test,moderate_damage_17.jpeg,no,no,no,no,yes,no,suburban,night,clear,dry,yes,no,2,
car-accident-00065.jpg,test,moderate_damage_18.jpg,no,no,no,no,yes,no,suburban,day,clear,dry,yes,no,2,more than one car shown in picture
car-accident-00066.jpg,test,moderate_damage_19.jpg,no,no,yes,no,no,no,rural,day,clear,dry,yes,no,2,more than one car shown in picture
car-accident-00067.jpg,test,moderate_damage_20.jpg,no,no,no,no,yes,no,suburban,day,clear,dry,yes,no,2,
car-accident-00068.jpg,test,moderate_damage_21.jpg,no,no,no,no,yes,no,suburban,day,clear,dry,yes,no,2,
car-accident-00069.jpg,test,moderate_damage_22.jpg,no,no,no,no,no,yes,rural,day,snowy,snowy,no,no,1,more than one car shown in picture
car-accident-00070.jpg,test,moderate_damage_23.jpg,no,no,no,no,no,yes,rural,day,snowy,snowy,no,no,1,
car-accident-00071.JPG,test,moderate_damage_24.JPG,no,no,no,no,no,yes,rural,day,clear,wet,no,no,1,
car-accident-00072.jpg,test,moderate_damage_25.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,1,
car-accident-00073.jpg,test,moderate_damage_26.jpg,no,no,no,no,no,yes,rural,day,clear,dry,no,no,1,
car-accident-00074.jpg,test,moderate_damage_27.jpg,no,no,no,no,no,yes,rural,day,rainy,wet,no,no,1,
car-accident-00075.jpg,test,moderate_damage_28.jpg,no,no,yes,no,no,yes,rural,day,clear,dry,yes,no,3,
car-accident-00076.jpeg,test,moderate_damage_29.jpeg,no,no,no,no,no,yes,suburban,day,rainy,wet,no,no,1,more than one car shown in picture
car-accident-00077.jpeg,test,low_damage_0.jpeg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00078.jpg,test,low_damage_1.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00079.jpg,test,low_damage_2.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00080.JPG,test,low_damage_3.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00081.jpg,test,low_damage_4.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00082.jpg,test,low_damage_5.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00083.jpeg,test,low_damage_6.jpeg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00084.jpg,test,low_damage_7.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00085.jpg,test,low_damage_8.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00086.jpg,test,low_damage_9.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00087.jpg,test,low_damage_10.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00088.jpg,test,low_damage_11.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00089.jpg,test,low_damage_12.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00090.jpg,test,low_damage_13.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,"multiple cars shown, unclear about which one to observe."
car-accident-00091.jpg,test,low_damage_14.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00092.jpg,test,low_damage_15.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00093.jpg,test,low_damage_16.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,yes,1,
car-accident-00094.JPG,test,low_damage_17.jpg,no,no,no,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00095.jpg,test,low_damage_18.jpg,no,no,yes,no,no,no,urban,day,clear,dry,yes,no,2,
car-accident-00096.jpg,test,low_damage_19.jpg,no,no,yes,no,no,no,suburban,day,clear,dry,yes,no,1,
car-accident-00097.jpg,test,no_damage_0.jpg,no,no,no,no,no,no,rural,day,clear,dry,no,no,0,
car-accident-00098.jpg,test,no_damage_1.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,
car-accident-00099.jpg,test,no_damage_2.jpg,no,no,no,no,no,no,urban,day,clear,dry,no,no,0,
car-accident-00100.jpg,test,no_damage_3.jpg,no,no,no,no,no,no,urban,day,clear,dry,no,no,0,
car-accident-00101.jpg,test,no_damage_4.jpg,no,no,no,no,no,no,urban,day,clear,dry,no,no,0,
car-accident-00102.jpg,test,no_damage_5.jpg,no,no,no,no,no,no,urban,day,clear,dry,no,no,0,
car-accident-00103.jpg,test,no_damage_6.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00104.jpg,test,no_damage_7.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00105.jpg,test,no_damage_8.jpg,no,no,no,no,no,no,urban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00106.jpg,test,no_damage_9.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00107.jpg,test,no_damage_10.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00108.jpg,test,no_damage_11.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,
car-accident-00109.jpg,test,no_damage_12.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00110.jpg,test,no_damage_13.jpg,no,no,no,no,no,no,rural,day,clear,dry,no,no,0,
car-accident-00111.jpg,test,no_damage_14.jpg,no,no,no,no,no,no,rural,day,clear,dry,no,no,0,
car-accident-00112.jpg,test,no_damage_15.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00113.jpeg,test,no_damage_16.jpeg,no,no,no,no,no,no,rural,day,clear,dry,no,no,0,
car-accident-00114.jpg,test,no_damage_17.jpg,no,no,no,no,no,no,rural,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00115.jpg,test,no_damage_18.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00116.jpg,test,no_damage_19.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,more than one car shown in picture
car-accident-00117.jpg,test,no_damage_20.jpg,no,no,no,no,no,no,suburban,day,clear,dry,no,no,0,
car-accident-00118.jpg,training,extreme_damage_0.jpg,no,no,no,yes,yes,no,rural,day,clear,dry,no,no,3,
car-accident-00119.jpg,training,extreme_damage_1.jpg,no,no,yes,no,yes,no,urban,day,clear,dry,no,yes,4,more than one car shown in picture 
car-accident-00120.jpg,training,extreme_damage_2.jpg,yes,no,yes,no,no,no,rural,day,clear,dry,yes,yes,4,
car-accident-00121.jpg,training,extreme_damage_3.jpg,yes,no,yes,no,yes,yes,rural,night,clear,dry,yes,yes,4,
car-accident-00122.jpg,training,extreme_damage_4.jpg,yes,no,no,no,yes,no,suburban,day,clear,dry,yes,no,4,
car-accident-00123.jpg,training,extreme_damage_5.jpg,yes,no,yes,no,yes,no,urban,day,clear,dry,yes,yes,4,
car-accident-00124.jpg,training,extreme_damage_6.jpg,yes,no,yes,no,yes,yes,suburban,day,clear,dry,yes,yes,4,
car-accident-00125.jpg,training,extreme_damage_7.jpg,yes,no,no,no,yes,yes,rural,night,clear,dry,yes,no,4,
car-accident-00126.jpg,training,extreme_damage_8.jpg,yes,no,yes,yes,yes,yes,urban,day,clear,dry,yes,yes,4,
car-accident-00127.jpg,training,extreme_damage_9.jpg,yes,no,yes,no,no,no,rural,night,clear,dry,yes,yes,4,
car-accident-00128.jpg,training,extreme_damage_10.jpg,yes,no,yes,no,yes,no,suburban,day,clear,dry,yes,yes,4,
car-accident-00129.jpg,training,extreme_damage_11.jpg,yes,no,yes,no,yes,no,suburban,day,clear,dry,yes,yes,4,
car-accident-00130.jpg,training,extreme_damage_12.jpg,yes,no,yes,no,yes,no,suburban,day,clear,dry,yes,yes,4,
car-accident-00131.jpg,training,extreme_damage_13.jpg,yes,no,yes,no,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00132.jpg,training,extreme_damage_14.jpg,yes,no,yes,yes,no,no,rural,day,clear,dry,yes,yes,4,more than one car shown in picture 
car-accident-00133.jpg,training,extreme_damage_15.jpg,yes,no,yes,yes,no,yes,rural,day,clear,dry,yes,yes,4,"it's the same photo as ""car-accident-177"""
car-accident-00134.jpg,training,extreme_damage_16.jpg,yes,no,yes,no,yes,no,rural,day,clear,dry,yes,no,4,more than one car shown in picture 
car-accident-00135.jpg,training,extreme_damage_17.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,no,yes,4,more than one car shown in picture
car-accident-00136.jpg,training,extreme_damage_18.jpg,yes,no,no,no,yes,no,rural,night,clear,dry,yes,no,4,
car-accident-00137.jpg,training,extreme_damage_19.jpg,no,no,no,yes,no,no,suburban,day,clear,dry,no,no,4,more than one car shown in picture
car-accident-00138.jpg,training,extreme_damage_20.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,"Engine damage inferred | ""car-accident-00138"" and ""car-accident-00141"" are same photo  "
car-accident-00139.jpg,training,extreme_damage_21.jpg,yes,no,no,yes,yes,no,suburban,day,clear,dry,yes,no,4,
car-accident-00140.jpg,training,extreme_damage_22.jpg,no,no,yes,yes,no,yes,rural,day,clear,dry,yes,no,4,more than one car shown in picture 
car-accident-00141.jpg,training,extreme_damage_23.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,"Engine damage inferred | ""car-accident-00138"" and ""car-accident-00141"" are same photo  "
car-accident-00142.jpeg,training,extreme_damage_24.jpg,yes,no,yes,yes,yes,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture  | low quality photo
car-accident-00143.jpeg,training,extreme_damage_25.jpg,yes,no,no,yes,yes,yes,rural,day,clear,dry,yes,no,4,low quality photo 
car-accident-00144.jpg,training,extreme_damage_26.jpg,yes,no,no,yes,yes,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture 
car-accident-00145.png,training,extreme_damage_27.jpg,yes,no,yes,yes,yes,yes,suburban,day,rainy,wet,yes,yes,4,
car-accident-00146.jpg,training,extreme_damage_28.jpg,no,no,yes,yes,no,yes,rural,night,snowy,snowy,yes,yes,4,Engine damage inferred 
car-accident-00147.jpg,training,extreme_damage_29.jpg,yes,no,no,yes,yes,no,suburban,day,clear,dry,yes,no,4,
car-accident-00148.jpg,training,extreme_damage_30.jpg,yes,no,yes,no,no,no,rural,day,clear,dry,yes,yes,4,more than one car shown in picture | classified the white police vehicle
car-accident-00149.JPG,training,extreme_damage_31.jpg,yes,no,no,yes,no,no,suburban,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00150.jpg,training,extreme_damage_32.jpg,yes,no,yes,yes,yes,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00151.jpg,training,extreme_damage_33.jpg,no,no,yes,yes,no,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture | low quality photo 
car-accident-00152.jpg,training,extreme_damage_34.jpg,yes,no,no,yes,no,no,suburban,night,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00153.jpg,training,extreme_damage_35.jpg,yes,no,no,yes,yes,no,rural,day,clear,dry,no,no,4,more than one car shown in picture | classified the green Honda CRV
car-accident-00154.jpg,training,extreme_damage_36.jpg,yes,no,no,yes,yes,no,rural,night,clear,dry,yes,no,4,
car-accident-00155.jpg,training,extreme_damage_37.jpg,no,no,yes,yes,yes,no,rural,day,clear,dry,yes,yes,4,more than one car shown in picture
car-accident-00156.jpg,training,extreme_damage_38.jpg,no,no,yes,yes,no,no,rural,day,clear,dry,yes,yes,4,
car-accident-00157.jpg,training,extreme_damage_39.jpg,yes,no,no,yes,yes,yes,suburban,day,snowy,snowy,yes,no,4,more than one car shown in picture
car-accident-00158.jpg,training,extreme_damage_40.jpg,yes,no,yes,yes,yes,no,suburban,day,snowy,snowy,yes,yes,4,Another object in front of vehicle 
car-accident-00159.jpeg,training,extreme_damage_41.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00160.png,training,extreme_damage_42.jpg,no,no,no,yes,no,yes,rural,day,clear,dry,yes,no,4,
car-accident-00161.jpg,training,extreme_damage_43.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00162.jpg,training,extreme_damage_44.jpg,yes,no,no,yes,no,no,rural,night,clear,dry,no,no,4,
car-accident-00163.jpg,training,extreme_damage_45.jpg,yes,no,yes,yes,yes,no,rural,day,clear,dry,yes,no,4,
car-accident-00164.jpg,training,extreme_damage_46.jpg,no,no,yes,yes,no,no,rural,day,clear,dry,yes,yes,4,
car-accident-00165.jpg,training,extreme_damage_47.jpg,no,no,no,yes,no,no,suburban,day,clear,dry,no,no,4,more than one car shown in picture
car-accident-00166.jpeg,training,extreme_damage_48.jpg,yes,no,no,yes,yes,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture | low quality photo 
car-accident-00167.jpeg,training,extreme_damage_49.jpg,yes,no,no,yes,yes,no,suburban,day,clear,dry,yes,no,4,more than one car shown in picture | low quality photo 
car-accident-00168.jpg,training,extreme_damage_50.jpg,yes,no,yes,yes,yes,no,suburban,day,clear,dry,yes,yes,4,more than one car shown in picture | classified the white Toyota Sienna (minivan)
car-accident-00169.jpg,training,extreme_damage_51.jpg,no,no,yes,yes,no,yes,suburban,day,clear,dry,yes,no,4,more than one car shown in picture | low quality photo 
car-accident-00170.png,training,extreme_damage_52.jpg,yes,no,yes,yes,yes,yes,suburban,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00171.jpg,training,extreme_damage_53.jpg,yes,no,no,yes,yes,yes,rural,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00172.jpeg,training,extreme_damage_54.jpg,yes,no,yes,yes,no,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00173.jpg,training,extreme_damage_55.jpg,yes,no,no,yes,no,no,urban,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00174.jpg,training,extreme_damage_56.jpg,no,no,no,yes,no,no,rural,night,clear,dry,no,no,3,more than one car shown in picture | classified the Silver Toyota Rav4
car-accident-00175.jpeg,training,extreme_damage_57.jpg,yes,no,yes,yes,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00176.jpg,training,extreme_damage_58.jpg,yes,no,yes,yes,yes,no,rural,day,clear,dry,yes,yes,4,
car-accident-00177.jpg,training,extreme_damage_59.jpg,yes,no,yes,yes,no,yes,rural,day,clear,dry,yes,yes,4,"it's the same photo as ""car-accident-133"""
car-accident-00178.jpg,training,extreme_damage_60.jpg,yes,no,yes,yes,no,yes,rural,day,clear,dry,yes,no,4,more than one car shown in picture
car-accident-00179.jpg,training,extreme_damage_61.jpg,yes,no,yes,no,yes,yes,rural,day,clear,dry,yes,yes,4,
car-accident-00180.jpg,training,extreme_damage_62.jpg,no,no,yes,yes,no,yes,rural,day,clear,dry,yes,no,4,
car-accident-00181.jpg,training,extreme_damage_63.jpg,yes,no,yes,yes,yes,no,suburban,day,clear,dry,yes,yes,4,
car-accident-00182.jpg,training,extreme_damage_64.jpg,yes,no,yes,yes,no,yes,rural,night,clear,dry,yes,yes,4,
car-accident-00183.jpg,training,extreme_damage_65.jpg,yes,no,yes,yes,yes,no,rural,day,clear,dry,yes,no,4,low quality photo 
